??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:00:05:290,4.750,0.495,1.9,1.9,null
00:00:05:300,4.750,0.495,1.9,1.9,null
00:00:05:310,4.750,0.495,1.9,1.9,null
00:00:05:320,4.750,0.495,1.9,1.9,null
00:00:05:330,4.750,0.495,1.9,1.9,null
00:00:05:340,4.750,0.495,1.9,1.9,null
00:00:05:350,4.750,0.495,1.9,1.9,null
00:00:05:360,4.750,0.495,1.9,1.9,null
00:00:05:370,4.750,0.495,1.9,1.9,null
00:00:05:380,4.750,0.495,1.9,1.9,null
00:00:05:390,4.750,0.495,1.9,1.9,null
00:00:05:400,4.750,0.495,1.9,1.9,null
00:00:05:410,4.750,0.495,1.9,1.9,null
00:00:05:420,4.750,0.495,1.9,1.9,null
00:00:05:430,4.750,0.495,1.9,1.9,null
00:00:05:440,4.750,0.495,1.9,1.9,null
00:00:05:450,4.750,0.495,1.9,1.9,null
00:00:05:460,4.750,0.495,1.9,1.9,null
00:00:05:470,4.750,0.495,1.9,1.9,null
00:00:05:480,4.750,0.495,1.9,1.9,null
00:00:05:490,4.750,0.495,1.9,1.9,null
00:00:05:500,4.750,0.495,1.9,1.9,null
00:00:05:510,4.750,0.495,1.9,1.9,null
00:00:05:520,4.750,0.495,1.9,1.9,null
00:00:05:530,4.750,0.495,1.9,1.9,null
00:00:05:540,4.750,0.495,1.9,1.9,null
00:00:05:550,4.750,0.495,1.9,1.9,null
00:00:05:560,4.750,0.495,1.9,1.9,null
00:00:05:570,4.750,0.495,1.9,1.9,null
00:00:05:580,4.750,0.495,1.9,1.9,null
00:00:05:590,4.750,0.495,1.9,1.9,null
00:00:05:600,4.750,0.495,1.9,1.9,null
00:00:05:610,4.750,0.496,1.9,1.9,null
00:00:05:620,4.750,0.496,1.9,1.9,null
00:00:05:630,4.750,0.496,1.9,1.9,null
00:00:05:640,4.750,0.496,1.9,1.9,null
00:00:05:650,4.750,0.496,1.9,1.9,null
00:00:05:660,4.750,0.496,1.9,1.9,null
00:00:05:670,4.750,0.496,1.9,1.9,null
00:00:05:680,4.750,0.496,1.9,1.9,null
00:00:05:690,4.750,0.496,1.9,1.9,null
00:00:05:700,4.750,0.496,1.9,1.9,null
00:00:05:710,4.750,0.496,1.9,1.9,null
00:00:05:720,4.750,0.496,1.9,1.9,null
00:00:05:730,4.750,0.496,1.9,1.9,null
00:00:05:740,4.750,0.496,1.9,1.9,null
00:00:05:750,4.750,0.496,1.9,1.9,null
00:00:05:760,4.750,0.496,1.9,1.9,null
00:00:05:770,4.750,0.496,1.9,1.9,null
00:00:05:780,4.750,0.496,1.9,1.9,null
00:00:05:790,4.750,0.496,1.9,1.9,null
00:00:05:800,4.750,0.496,1.9,1.9,null
00:00:05:810,4.750,0.496,1.9,1.9,null
00:00:05:820,4.750,0.496,1.9,1.9,null
00:00:05:830,4.750,0.496,1.9,1.9,null
00:00:05:840,4.750,0.496,1.9,1.9,null
00:00:05:850,4.750,0.496,1.9,1.9,null
00:00:05:860,4.750,0.496,1.9,1.9,null
00:00:05:870,4.750,0.496,1.9,1.9,null
00:00:05:880,4.750,0.496,1.9,1.9,null
00:00:05:890,4.750,0.496,1.9,1.9,null
00:00:05:900,4.750,0.496,1.9,1.9,null
00:00:05:910,4.750,0.494,1.9,1.9,null
00:00:05:920,4.750,0.494,1.9,1.9,null
00:00:05:930,4.750,0.494,1.9,1.9,null
00:00:05:940,4.750,0.494,1.9,1.9,null
00:00:05:950,4.750,0.494,1.9,1.9,null
00:00:05:960,4.750,0.494,1.9,1.9,null
00:00:05:970,4.750,0.494,1.9,1.9,null
00:00:05:980,4.750,0.494,1.9,1.9,null
00:00:05:990,4.750,0.494,1.9,1.9,null
00:00:06:000,4.750,0.494,1.9,1.9,null
00:00:06:010,4.750,0.494,1.9,1.9,null
00:00:06:020,4.750,0.494,1.9,1.9,null
00:00:06:030,4.750,0.494,1.9,1.9,null
00:00:06:040,4.750,0.494,1.9,1.9,null
00:00:06:050,4.750,0.494,1.9,1.9,null
00:00:06:060,4.750,0.494,1.9,1.9,null
00:00:06:070,4.750,0.494,1.9,1.9,null
00:00:06:080,4.750,0.494,1.9,1.9,null
00:00:06:090,4.750,0.494,1.9,1.9,null
00:00:06:100,4.750,0.494,1.9,1.9,null
00:00:06:110,4.750,0.494,1.9,1.9,null
00:00:06:120,4.750,0.494,1.9,1.9,null
00:00:06:130,4.750,0.494,1.9,1.9,null
00:00:06:140,4.750,0.494,1.9,1.9,null
00:00:06:150,4.750,0.494,1.9,1.9,null
00:00:06:160,4.750,0.494,1.9,1.9,null
00:00:06:170,4.750,0.494,1.9,1.9,null
00:00:06:180,4.750,0.494,1.9,1.9,null
00:00:06:190,4.750,0.494,1.9,1.9,null
00:00:06:200,4.750,0.494,1.9,1.9,null
00:00:06:210,4.750,0.494,1.9,1.9,null
00:00:06:220,4.750,0.494,1.9,1.9,null
00:00:06:230,4.750,0.494,1.9,1.9,null
00:00:06:240,4.750,0.494,1.9,1.9,null
00:00:06:250,4.750,0.494,1.9,1.9,null
00:00:06:260,4.750,0.494,1.9,1.9,null
00:00:06:270,4.750,0.494,1.9,1.9,null
00:00:06:280,4.750,0.494,1.9,1.9,null
00:00:06:290,4.750,0.494,1.9,1.9,null
00:00:06:300,4.750,0.494,1.9,1.9,null
00:00:06:310,4.750,0.494,1.9,1.9,null
00:00:06:320,4.750,0.494,1.9,1.9,null
00:00:06:330,4.750,0.494,1.9,1.9,null
00:00:06:340,4.750,0.494,1.9,1.9,null
00:00:06:350,4.750,0.494,1.9,1.9,null
00:00:06:360,4.750,0.494,1.9,1.9,null
00:00:06:370,4.750,0.494,1.9,1.9,null
00:00:06:380,4.750,0.494,1.9,1.9,null
00:00:06:390,4.750,0.494,1.9,1.9,null
00:00:06:400,4.750,0.494,1.9,1.9,null
00:00:06:410,4.750,0.494,1.9,1.9,null
00:00:06:420,4.750,0.494,1.9,1.9,null
00:00:06:430,4.750,0.494,1.9,1.9,null
00:00:06:440,4.750,0.494,1.9,1.9,null
00:00:06:450,4.750,0.494,1.9,1.9,null
00:00:06:460,4.750,0.494,1.9,1.9,null
00:00:06:470,4.750,0.494,1.9,1.9,null
00:00:06:480,4.750,0.494,1.9,1.9,null
00:00:06:490,4.750,0.494,1.9,1.9,null
00:00:06:500,4.750,0.494,1.9,1.9,null
00:00:06:510,4.750,0.493,1.9,1.9,null
00:00:06:520,4.750,0.493,1.9,1.9,null
00:00:06:530,4.750,0.493,1.9,1.9,null
00:00:06:540,4.750,0.493,1.9,1.9,null
00:00:06:550,4.750,0.493,1.9,1.9,null
00:00:06:560,4.750,0.493,1.9,1.9,null
00:00:06:570,4.750,0.493,1.9,1.9,null
00:00:06:580,4.750,0.493,1.9,1.9,null
00:00:06:590,4.750,0.493,1.9,1.9,null
00:00:06:600,4.750,0.493,1.9,1.9,null
00:00:06:610,4.750,0.493,1.9,1.9,null
00:00:06:620,4.750,0.493,1.9,1.9,null
00:00:06:630,4.750,0.493,1.9,1.9,null
00:00:06:640,4.750,0.493,1.9,1.9,null
00:00:06:650,4.750,0.493,1.9,1.9,null
00:00:06:660,4.750,0.493,1.9,1.9,null
00:00:06:670,4.750,0.493,1.9,1.9,null
00:00:06:680,4.750,0.493,1.9,1.9,null
00:00:06:690,4.750,0.493,1.9,1.9,null
00:00:06:700,4.750,0.493,1.9,1.9,null
00:00:06:710,4.750,0.493,1.9,1.9,null
00:00:06:720,4.750,0.493,1.9,1.9,null
00:00:06:730,4.750,0.493,1.9,1.9,null
00:00:06:740,4.750,0.493,1.9,1.9,null
00:00:06:750,4.750,0.493,1.9,1.9,null
00:00:06:760,4.750,0.493,1.9,1.9,null
00:00:06:770,4.750,0.493,1.9,1.9,null
00:00:06:780,4.750,0.493,1.9,1.9,null
00:00:06:790,4.750,0.493,1.9,1.9,null
00:00:06:800,4.750,0.493,1.9,1.9,null
00:00:06:810,4.750,0.493,1.9,1.9,null
00:00:06:820,4.750,0.493,1.9,1.9,null
00:00:06:830,4.750,0.493,1.9,1.9,null
00:00:06:840,4.750,0.493,1.9,1.9,null
00:00:06:850,4.750,0.493,1.9,1.9,null
00:00:06:860,4.750,0.493,1.9,1.9,null
00:00:06:870,4.750,0.493,1.9,1.9,null
00:00:06:880,4.750,0.493,1.9,1.9,null
00:00:06:890,4.750,0.493,1.9,1.9,null
00:00:06:900,4.750,0.493,1.9,1.9,null
00:00:06:910,4.750,0.493,1.9,1.9,null
00:00:06:920,4.750,0.493,1.9,1.9,null
00:00:06:930,4.750,0.493,1.9,1.9,null
00:00:06:940,4.750,0.493,1.9,1.9,null
00:00:06:950,4.750,0.493,1.9,1.9,null
00:00:06:960,4.750,0.493,1.9,1.9,null
00:00:06:970,4.750,0.493,1.9,1.9,null
00:00:06:980,4.750,0.493,1.9,1.9,null
00:00:06:990,4.750,0.493,1.9,1.9,null
00:00:07:000,4.750,0.493,1.9,1.9,null
00:00:07:010,4.750,0.493,1.9,1.9,null
00:00:07:020,4.750,0.493,1.9,1.9,null
00:00:07:030,4.750,0.493,1.9,1.9,null
00:00:07:040,4.750,0.493,1.9,1.9,null
00:00:07:050,4.750,0.493,1.9,1.9,null
00:00:07:060,4.750,0.493,1.9,1.9,null
00:00:07:070,4.750,0.493,1.9,1.9,null
00:00:07:080,4.750,0.493,1.9,1.9,null
00:00:07:090,4.750,0.493,1.9,1.9,null
00:00:07:100,4.750,0.493,1.9,1.9,null
00:00:07:110,4.750,0.494,1.9,1.9,null
00:00:07:120,4.750,0.494,1.9,1.9,null
00:00:07:130,4.750,0.494,1.9,1.9,null
00:00:07:140,4.750,0.494,1.9,1.9,null
00:00:07:150,4.750,0.494,1.9,1.9,null
00:00:07:160,4.750,0.494,1.9,1.9,null
00:00:07:170,4.750,0.494,1.9,1.9,null
00:00:07:180,4.750,0.494,1.9,1.9,null
00:00:07:190,4.750,0.494,1.9,1.9,null
00:00:07:200,4.750,0.494,1.9,1.9,null
00:00:07:210,4.750,0.494,1.9,1.9,null
00:00:07:220,4.750,0.494,1.9,1.9,null
00:00:07:230,4.750,0.494,1.9,1.9,null
00:00:07:240,4.750,0.494,1.9,1.9,null
00:00:07:250,4.750,0.494,1.9,1.9,null
00:00:07:260,4.750,0.494,1.9,1.9,null
00:00:07:270,4.750,0.494,1.9,1.9,null
00:00:07:280,4.750,0.494,1.9,1.9,null
00:00:07:290,4.750,0.494,1.9,1.9,null
00:00:07:300,4.750,0.494,1.9,1.9,null
00:00:07:310,4.750,0.494,1.9,1.9,null
00:00:07:320,4.750,0.494,1.9,1.9,null
00:00:07:330,4.750,0.494,1.9,1.9,null
00:00:07:340,4.750,0.494,1.9,1.9,null
00:00:07:350,4.750,0.494,1.9,1.9,null
00:00:07:360,4.750,0.494,1.9,1.9,null
00:00:07:370,4.750,0.494,1.9,1.9,null
00:00:07:380,4.750,0.494,1.9,1.9,null
00:00:07:390,4.750,0.494,1.9,1.9,null
00:00:07:400,4.750,0.494,1.9,1.9,null
00:00:07:410,4.751,0.494,1.9,1.9,null
00:00:07:420,4.751,0.494,1.9,1.9,null
00:00:07:430,4.751,0.494,1.9,1.9,null
00:00:07:440,4.751,0.494,1.9,1.9,null
00:00:07:450,4.751,0.494,1.9,1.9,null
00:00:07:460,4.751,0.494,1.9,1.9,null
00:00:07:470,4.751,0.494,1.9,1.9,null
00:00:07:480,4.751,0.494,1.9,1.9,null
00:00:07:490,4.751,0.494,1.9,1.9,null
00:00:07:500,4.751,0.494,1.9,1.9,null
00:00:07:510,4.751,0.494,1.9,1.9,null
00:00:07:520,4.751,0.494,1.9,1.9,null
00:00:07:530,4.751,0.494,1.9,1.9,null
00:00:07:540,4.751,0.494,1.9,1.9,null
00:00:07:550,4.751,0.494,1.9,1.9,null
00:00:07:560,4.751,0.494,1.9,1.9,null
00:00:07:570,4.751,0.494,1.9,1.9,null
00:00:07:580,4.751,0.494,1.9,1.9,null
00:00:07:590,4.751,0.494,1.9,1.9,null
00:00:07:600,4.751,0.494,1.9,1.9,null
00:00:07:610,4.751,0.494,1.9,1.9,null
00:00:07:620,4.751,0.494,1.9,1.9,null
00:00:07:630,4.751,0.494,1.9,1.9,null
00:00:07:640,4.751,0.494,1.9,1.9,null
00:00:07:650,4.751,0.494,1.9,1.9,null
00:00:07:660,4.751,0.494,1.9,1.9,null
00:00:07:670,4.751,0.494,1.9,1.9,null
00:00:07:680,4.751,0.494,1.9,1.9,null
00:00:07:690,4.751,0.494,1.9,1.9,null
00:00:07:700,4.751,0.494,1.9,1.9,null
00:00:07:710,4.751,0.494,1.9,1.9,null
00:00:07:720,4.751,0.494,1.9,1.9,null
00:00:07:730,4.751,0.494,1.9,1.9,null
00:00:07:740,4.751,0.494,1.9,1.9,null
00:00:07:750,4.751,0.494,1.9,1.9,null
00:00:07:760,4.751,0.494,1.9,1.9,null
00:00:07:770,4.751,0.494,1.9,1.9,null
00:00:07:780,4.751,0.494,1.9,1.9,null
00:00:07:790,4.751,0.494,1.9,1.9,null
00:00:07:800,4.751,0.494,1.9,1.9,null
00:00:07:810,4.751,0.494,1.9,1.9,null
00:00:07:820,4.751,0.494,1.9,1.9,null
00:00:07:830,4.751,0.494,1.9,1.9,null
00:00:07:840,4.751,0.494,1.9,1.9,null
00:00:07:850,4.751,0.494,1.9,1.9,null
00:00:07:860,4.751,0.494,1.9,1.9,null
00:00:07:870,4.751,0.494,1.9,1.9,null
00:00:07:880,4.751,0.494,1.9,1.9,null
00:00:07:890,4.751,0.494,1.9,1.9,null
00:00:07:900,4.751,0.494,1.9,1.9,null
00:00:07:910,4.751,0.494,1.9,1.9,null
00:00:07:920,4.751,0.494,1.9,1.9,null
00:00:07:930,4.751,0.494,1.9,1.9,null
00:00:07:940,4.751,0.494,1.9,1.9,null
00:00:07:950,4.751,0.494,1.9,1.9,null
00:00:07:960,4.751,0.494,1.9,1.9,null
00:00:07:970,4.751,0.494,1.9,1.9,null
00:00:07:980,4.751,0.494,1.9,1.9,null
00:00:07:990,4.751,0.494,1.9,1.9,null
00:00:08:000,4.751,0.494,1.9,1.9,null
00:00:08:010,4.751,0.494,1.9,1.9,null
00:00:08:020,4.751,0.494,1.9,1.9,null
00:00:08:030,4.751,0.494,1.9,1.9,null
00:00:08:040,4.751,0.494,1.9,1.9,null
00:00:08:050,4.751,0.494,1.9,1.9,null
00:00:08:060,4.751,0.494,1.9,1.9,null
00:00:08:070,4.751,0.494,1.9,1.9,null
00:00:08:080,4.751,0.494,1.9,1.9,null
00:00:08:090,4.751,0.494,1.9,1.9,null
00:00:08:100,4.751,0.494,1.9,1.9,null
00:00:08:110,4.751,0.494,1.9,1.9,null
00:00:08:120,4.751,0.494,1.9,1.9,null
00:00:08:130,4.751,0.494,1.9,1.9,null
00:00:08:140,4.751,0.494,1.9,1.9,null
00:00:08:150,4.751,0.494,1.9,1.9,null
00:00:08:160,4.751,0.494,1.9,1.9,null
00:00:08:170,4.751,0.494,1.9,1.9,null
00:00:08:180,4.751,0.494,1.9,1.9,null
00:00:08:190,4.751,0.494,1.9,1.9,null
00:00:08:200,4.751,0.494,1.9,1.9,null
00:00:08:210,4.751,0.494,1.9,1.9,null
00:00:08:220,4.751,0.494,1.9,1.9,null
00:00:08:230,4.751,0.494,1.9,1.9,null
00:00:08:240,4.751,0.494,1.9,1.9,null
00:00:08:250,4.751,0.494,1.9,1.9,null
00:00:08:260,4.751,0.494,1.9,1.9,null
00:00:08:270,4.751,0.494,1.9,1.9,null
00:00:08:280,4.751,0.494,1.9,1.9,null
00:00:08:290,4.751,0.494,1.9,1.9,null
00:00:08:300,4.751,0.494,1.9,1.9,null
00:00:08:310,4.751,0.494,1.9,1.9,null
00:00:08:320,4.751,0.494,1.9,1.9,null
00:00:08:330,4.751,0.494,1.9,1.9,null
00:00:08:340,4.751,0.494,1.9,1.9,null
00:00:08:350,4.751,0.494,1.9,1.9,null
00:00:08:360,4.751,0.494,1.9,1.9,null
00:00:08:370,4.751,0.494,1.9,1.9,null
00:00:08:380,4.751,0.494,1.9,1.9,null
00:00:08:390,4.751,0.494,1.9,1.9,null
00:00:08:400,4.751,0.494,1.9,1.9,null
00:00:08:410,4.751,0.494,1.9,1.9,null
00:00:08:420,4.751,0.494,1.9,1.9,null
00:00:08:430,4.751,0.494,1.9,1.9,null
00:00:08:440,4.751,0.494,1.9,1.9,null
00:00:08:450,4.751,0.494,1.9,1.9,null
00:00:08:460,4.751,0.494,1.9,1.9,null
00:00:08:470,4.751,0.494,1.9,1.9,null
00:00:08:480,4.751,0.494,1.9,1.9,null
00:00:08:490,4.751,0.494,1.9,1.9,null
00:00:08:500,4.751,0.494,1.9,1.9,null
00:00:08:510,4.751,0.494,1.9,1.9,null
00:00:08:520,4.751,0.494,1.9,1.9,null
00:00:08:530,4.751,0.494,1.9,1.9,null
00:00:08:540,4.751,0.494,1.9,1.9,null
00:00:08:550,4.751,0.494,1.9,1.9,null
00:00:08:560,4.751,0.494,1.9,1.9,null
00:00:08:570,4.751,0.494,1.9,1.9,null
00:00:08:580,4.751,0.494,1.9,1.9,null
00:00:08:590,4.751,0.494,1.9,1.9,null
00:00:08:600,4.751,0.494,1.9,1.9,null
00:00:08:610,4.751,0.494,1.9,1.9,null
00:00:08:620,4.751,0.494,1.9,1.9,null
00:00:08:630,4.751,0.494,1.9,1.9,null
00:00:08:640,4.751,0.494,1.9,1.9,null
00:00:08:650,4.751,0.494,1.9,1.9,null
00:00:08:660,4.751,0.494,1.9,1.9,null
00:00:08:670,4.751,0.494,1.9,1.9,null
00:00:08:680,4.751,0.494,1.9,1.9,null
00:00:08:690,4.751,0.494,1.9,1.9,null
00:00:08:700,4.751,0.494,1.9,1.9,null
00:00:08:710,4.751,0.494,1.9,1.9,null
00:00:08:720,4.751,0.494,1.9,1.9,null
00:00:08:730,4.751,0.494,1.9,1.9,null
00:00:08:740,4.751,0.494,1.9,1.9,null
00:00:08:750,4.751,0.494,1.9,1.9,null
00:00:08:760,4.751,0.494,1.9,1.9,null
00:00:08:770,4.751,0.494,1.9,1.9,null
00:00:08:780,4.751,0.494,1.9,1.9,null
00:00:08:790,4.751,0.494,1.9,1.9,null
00:00:08:800,4.751,0.494,1.9,1.9,null
00:00:08:810,4.751,0.494,1.9,1.9,null
00:00:08:820,4.751,0.494,1.9,1.9,null
00:00:08:830,4.751,0.494,1.9,1.9,null
00:00:08:840,4.751,0.494,1.9,1.9,null
00:00:08:850,4.751,0.494,1.9,1.9,null
00:00:08:860,4.751,0.494,1.9,1.9,null
00:00:08:870,4.751,0.494,1.9,1.9,null
00:00:08:880,4.751,0.494,1.9,1.9,null
00:00:08:890,4.751,0.494,1.9,1.9,null
00:00:08:900,4.751,0.494,1.9,1.9,null
00:00:08:910,4.751,0.494,1.9,1.9,null
00:00:08:920,4.750,0.494,1.9,1.9,null
00:00:08:930,4.750,0.494,1.9,1.9,null
00:00:08:940,4.750,0.494,1.9,1.9,null
00:00:08:950,4.750,0.494,1.9,1.9,null
00:00:08:960,4.750,0.494,1.9,1.9,null
00:00:08:970,4.750,0.494,1.9,1.9,null
00:00:08:980,4.750,0.494,1.9,1.9,null
00:00:08:990,4.750,0.494,1.9,1.9,null
00:00:09:000,4.750,0.494,1.9,1.9,null
00:00:09:010,4.750,0.494,1.9,1.9,null
00:00:09:020,4.750,0.494,1.9,1.9,null
00:00:09:030,4.750,0.494,1.9,1.9,null
00:00:09:040,4.750,0.494,1.9,1.9,null
00:00:09:050,4.750,0.494,1.9,1.9,null
00:00:09:060,4.750,0.494,1.9,1.9,null
00:00:09:070,4.750,0.494,1.9,1.9,null
00:00:09:080,4.750,0.494,1.9,1.9,null
00:00:09:090,4.750,0.494,1.9,1.9,null
00:00:09:100,4.750,0.494,1.9,1.9,null
00:00:09:110,4.750,0.494,1.9,1.9,null
00:00:09:120,4.750,0.494,1.9,1.9,null
00:00:09:130,4.750,0.494,1.9,1.9,null
00:00:09:140,4.750,0.494,1.9,1.9,null
00:00:09:150,4.750,0.494,1.9,1.9,null
00:00:09:160,4.750,0.494,1.9,1.9,null
00:00:09:170,4.750,0.494,1.9,1.9,null
00:00:09:180,4.750,0.494,1.9,1.9,null
00:00:09:190,4.750,0.494,1.9,1.9,null
00:00:09:200,4.750,0.494,1.9,1.9,null
00:00:09:210,4.750,0.494,1.9,1.9,null
00:00:09:220,4.750,0.494,1.9,1.9,null
00:00:09:230,4.750,0.494,1.9,1.9,null
00:00:09:240,4.750,0.494,1.9,1.9,null
00:00:09:250,4.750,0.494,1.9,1.9,null
00:00:09:260,4.750,0.494,1.9,1.9,null
00:00:09:270,4.750,0.494,1.9,1.9,null
00:00:09:280,4.750,0.494,1.9,1.9,null
00:00:09:290,4.750,0.494,1.9,1.9,null
00:00:09:300,4.750,0.494,1.9,1.9,null
00:00:09:310,4.750,0.494,1.9,1.9,null
00:00:09:320,4.750,0.494,1.9,1.9,null
00:00:09:330,4.750,0.494,1.9,1.9,null
00:00:09:340,4.750,0.494,1.9,1.9,null
00:00:09:350,4.750,0.494,1.9,1.9,null
00:00:09:360,4.750,0.494,1.9,1.9,null
00:00:09:370,4.750,0.494,1.9,1.9,null
00:00:09:380,4.750,0.494,1.9,1.9,null
00:00:09:390,4.750,0.494,1.9,1.9,null
00:00:09:400,4.750,0.494,1.9,1.9,null
00:00:09:410,4.750,0.494,1.9,1.9,null
00:00:09:420,4.750,0.494,1.9,1.9,null
00:00:09:430,4.750,0.494,1.9,1.9,null
00:00:09:440,4.750,0.494,1.9,1.9,null
00:00:09:450,4.750,0.494,1.9,1.9,null
00:00:09:460,4.750,0.494,1.9,1.9,null
00:00:09:470,4.750,0.494,1.9,1.9,null
00:00:09:480,4.750,0.494,1.9,1.9,null
00:00:09:490,4.750,0.494,1.9,1.9,null
00:00:09:500,4.750,0.494,1.9,1.9,null
00:00:09:510,4.750,0.494,1.9,1.9,null
00:00:09:520,4.750,0.494,1.9,1.9,null
00:00:09:530,4.750,0.494,1.9,1.9,null
00:00:09:540,4.750,0.494,1.9,1.9,null
00:00:09:550,4.750,0.494,1.9,1.9,null
00:00:09:560,4.750,0.494,1.9,1.9,null
00:00:09:570,4.750,0.494,1.9,1.9,null
00:00:09:580,4.750,0.494,1.9,1.9,null
00:00:09:590,4.750,0.494,1.9,1.9,null
00:00:09:600,4.750,0.494,1.9,1.9,null
00:00:09:610,4.750,0.494,1.9,1.9,null
00:00:09:620,4.750,0.494,1.9,1.9,null
00:00:09:630,4.750,0.494,1.9,1.9,null
00:00:09:640,4.750,0.494,1.9,1.9,null
00:00:09:650,4.750,0.494,1.9,1.9,null
00:00:09:660,4.750,0.494,1.9,1.9,null
00:00:09:670,4.750,0.494,1.9,1.9,null
00:00:09:680,4.750,0.494,1.9,1.9,null
00:00:09:690,4.750,0.494,1.9,1.9,null
00:00:09:700,4.750,0.494,1.9,1.9,null
00:00:09:710,4.750,0.494,1.9,1.9,null
00:00:09:720,4.750,0.494,1.9,1.9,null
00:00:09:730,4.750,0.494,1.9,1.9,null
00:00:09:740,4.750,0.494,1.9,1.9,null
00:00:09:750,4.750,0.494,1.9,1.9,null
00:00:09:760,4.750,0.494,1.9,1.9,null
00:00:09:770,4.750,0.494,1.9,1.9,null
00:00:09:780,4.750,0.494,1.9,1.9,null
00:00:09:790,4.750,0.494,1.9,1.9,null
00:00:09:800,4.750,0.494,1.9,1.9,null
00:00:09:810,4.750,0.494,1.9,1.9,null
00:00:09:820,4.750,0.494,1.9,1.9,null
00:00:09:830,4.750,0.494,1.9,1.9,null
00:00:09:840,4.750,0.494,1.9,1.9,null
00:00:09:850,4.750,0.494,1.9,1.9,null
00:00:09:860,4.750,0.494,1.9,1.9,null
00:00:09:870,4.750,0.494,1.9,1.9,null
00:00:09:880,4.750,0.494,1.9,1.9,null
00:00:09:890,4.750,0.494,1.9,1.9,null
00:00:09:900,4.750,0.494,1.9,1.9,null
00:00:09:910,4.750,0.494,1.9,1.9,null
00:00:09:920,4.750,0.494,1.9,1.9,null
00:00:09:930,4.750,0.494,1.9,1.9,null
00:00:09:940,4.750,0.494,1.9,1.9,null
00:00:09:950,4.750,0.494,1.9,1.9,null
00:00:09:960,4.750,0.494,1.9,1.9,null
00:00:09:970,4.750,0.494,1.9,1.9,null
00:00:09:980,4.750,0.494,1.9,1.9,null
00:00:09:990,4.750,0.494,1.9,1.9,null
00:00:10:000,4.750,0.494,1.9,1.9,null
00:00:10:010,4.750,0.494,1.9,1.9,null
00:00:10:020,4.750,0.494,1.9,1.9,null
00:00:10:030,4.750,0.494,1.9,1.9,null
00:00:10:040,4.750,0.494,1.9,1.9,null
00:00:10:050,4.750,0.494,1.9,1.9,null
00:00:10:060,4.750,0.494,1.9,1.9,null
00:00:10:070,4.750,0.494,1.9,1.9,null
00:00:10:080,4.750,0.494,1.9,1.9,null
00:00:10:090,4.750,0.494,1.9,1.9,null
00:00:10:100,4.750,0.494,1.9,1.9,null
00:00:10:110,4.750,0.494,1.9,1.9,null
00:00:10:120,4.749,0.498,1.9,1.9,null
00:00:10:130,4.749,0.498,1.9,1.9,null
00:00:10:140,4.749,0.498,1.9,1.9,null
00:00:10:150,4.749,0.498,1.9,1.9,null
00:00:10:160,4.749,0.498,1.9,1.9,null
00:00:10:170,4.749,0.498,1.9,1.9,null
00:00:10:180,4.749,0.498,1.9,1.9,null
00:00:10:190,4.749,0.498,1.9,1.9,null
00:00:10:200,4.749,0.498,1.9,1.9,null
00:00:10:210,4.749,0.498,1.9,1.9,null
00:00:10:220,4.749,0.498,1.9,1.9,null
00:00:10:230,4.749,0.498,1.9,1.9,null
00:00:10:240,4.749,0.498,1.9,1.9,null
00:00:10:250,4.749,0.498,1.9,1.9,null
00:00:10:260,4.749,0.498,1.9,1.9,null
00:00:10:270,4.749,0.498,1.9,1.9,null
00:00:10:280,4.749,0.498,1.9,1.9,null
00:00:10:290,4.749,0.498,1.9,1.9,null
00:00:10:300,4.749,0.498,1.9,1.9,null
00:00:10:310,4.749,0.498,1.9,1.9,null
00:00:10:320,4.749,0.498,1.9,1.9,null
00:00:10:330,4.749,0.498,1.9,1.9,null
00:00:10:340,4.749,0.498,1.9,1.9,null
00:00:10:350,4.749,0.498,1.9,1.9,null
00:00:10:360,4.749,0.498,1.9,1.9,null
00:00:10:370,4.749,0.498,1.9,1.9,null
00:00:10:380,4.749,0.498,1.9,1.9,null
00:00:10:390,4.749,0.498,1.9,1.9,null
00:00:10:400,4.749,0.498,1.9,1.9,null
00:00:10:410,4.749,0.498,1.9,1.9,null
00:00:10:420,4.749,0.498,1.9,1.9,null
00:00:10:430,4.749,0.498,1.9,1.9,null
00:00:10:440,4.749,0.498,1.9,1.9,null
00:00:10:450,4.749,0.498,1.9,1.9,null
00:00:10:460,4.749,0.498,1.9,1.9,null
00:00:10:470,4.749,0.498,1.9,1.9,null
00:00:10:480,4.749,0.498,1.9,1.9,null
00:00:10:490,4.749,0.498,1.9,1.9,null
00:00:10:500,4.749,0.498,1.9,1.9,null
00:00:10:510,4.749,0.498,1.9,1.9,null
00:00:10:520,4.749,0.498,1.9,1.9,null
00:00:10:530,4.749,0.498,1.9,1.9,null
00:00:10:540,4.749,0.498,1.9,1.9,null
00:00:10:550,4.749,0.498,1.9,1.9,null
00:00:10:560,4.749,0.498,1.9,1.9,null
00:00:10:570,4.749,0.498,1.9,1.9,null
00:00:10:580,4.749,0.498,1.9,1.9,null
00:00:10:590,4.749,0.498,1.9,1.9,null
00:00:10:600,4.749,0.498,1.9,1.9,null
00:00:10:610,4.749,0.498,1.9,1.9,null
00:00:10:620,4.749,0.498,1.9,1.9,null
00:00:10:630,4.749,0.498,1.9,1.9,null
00:00:10:640,4.749,0.498,1.9,1.9,null
00:00:10:650,4.749,0.498,1.9,1.9,null
